_key,_id,_from,_to,_rev,destinationGlobalID,esri__rtn,globalid,id,objectid,originGlobalID
esri__HasCategory_285161,esri__single_edge_collection/esri__HasCategory_285161,Beer/273069,Category/260315,_dMtPKe6--_,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{711F8D66-2ADE-4D7D-8949-26A83CFECDAD},1911,285161,{4F58B887-8C44-4F93-98C9-65320A783153}
esri__HasCategory_285362,esri__single_edge_collection/esri__HasCategory_285362,Style/260354,Category/260294,_dMtPKf--AM,{CA2EF786-A10E-4B40-9737-9BDDDEA127B0},HasCategory,{787537C4-BCE3-46B3-9BD5-3CF9DC408052},1566,285362,{05A6157D-7EDF-4719-ACCB-1DCA6F7FBE0B}
esri__HasCategory_285371,esri__single_edge_collection/esri__HasCategory_285371,Beer/282214,Category/260294,_dMtPKf--AN,{CA2EF786-A10E-4B40-9737-9BDDDEA127B0},HasCategory,{2884E622-EFEB-40CD-953D-75E963247C05},856,285371,{F68ACCFE-E823-40C3-836C-137009468633}
esri__HasCategory_285374,esri__single_edge_collection/esri__HasCategory_285374,Beer/272790,Category/260324,_dMtPKf--AP,{36095811-0CD8-47AD-8900-5CA67B8F7E90},HasCategory,{F97C8E79-93AC-4ED1-B0FE-5B0E4F215CDB},1826,285374,{1D8A74DD-15D6-44C1-B78A-404797CACDA1}
esri__HasCategory_285578,esri__single_edge_collection/esri__HasCategory_285578,Style/260686,Category/260315,_dMtPKf--AQ,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{E450ACA0-6747-4EDA-8B7C-7B66156E71E2},2080,285578,{00E9C3BC-AEC7-4EFC-8031-05A649A6821E}
esri__HasCategory_285584,esri__single_edge_collection/esri__HasCategory_285584,Beer/279160,Category/260306,_dMtPKe2--S,{14B5AD65-890D-4062-90A7-C42C23B0066E},HasCategory,{819D5ABB-2BF9-40BC-9742-7F48FC95FB9B},709,285584,{94C765D3-A1B1-4038-9217-8CC8B3AC5902}
esri__HasCategory_285587,esri__single_edge_collection/esri__HasCategory_285587,Beer/270014,Category/260315,_dMtPKf--AS,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{5380CED5-9C41-427C-9E4D-D7D69599C188},2083,285587,{834AE933-E99C-4130-B049-FBEC4EE9530D}
esri__HasCategory_285590,esri__single_edge_collection/esri__HasCategory_285590,Beer/281111,Category/260294,_dMtPKf--AU,{CA2EF786-A10E-4B40-9737-9BDDDEA127B0},HasCategory,{CF0A4A4D-C9F9-454F-BE45-0DF82E49E386},2084,285590,{6EAB94EB-B4AD-4218-B089-BBB2AB4E5D12}
esri__HasCategory_285793,esri__single_edge_collection/esri__HasCategory_285793,Style/260582,Category/260294,_dMtPKf--AX,{CA2EF786-A10E-4B40-9737-9BDDDEA127B0},HasCategory,{1FFCB220-5C18-4378-8148-D7DA7D1B54AF},1746,285793,{262FE051-FD9C-414E-8150-6B0C6AC76892}
esri__HasCategory_285799,esri__single_edge_collection/esri__HasCategory_285799,Beer/269448,Category/260321,_dMtPKf--_Z,{A428D1F6-CB00-4559-AAFD-40885A4F2340},HasCategory,{8E892FCB-81AB-4514-88DC-6F7F9FA0466F},2153,285799,{9B125C65-7FEC-4E5F-B19A-70ED0E8D14A3}
esri__HasCategory_285802,esri__single_edge_collection/esri__HasCategory_285802,Beer/270842,Category/260315,_dMtPKe6--R,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{C3FF18A7-E43D-43BD-9673-EE1002118228},2155,285802,{1A70261D-C713-4A32-B864-BC55D87B0E3C}
esri__HasCategory_285805,esri__single_edge_collection/esri__HasCategory_285805,Beer/268627,Category/260309,_dMtPKe6-_P,{F9551C7F-AD53-4635-B3E9-9A26943FAE19},HasCategory,{4F721B88-E1AE-44D4-BFD2-04E994FC236B},372,285805,{E6AE1857-012C-4D32-9AFB-0E5A9B571951}
esri__HasCategory_285961,esri__single_edge_collection/esri__HasCategory_285961,Beer/271618,Category/260315,_dMtPKf--Aa,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{C2011D7A-DAE2-42C9-98A5-712FCBF8AEA2},939,285961,{8CCAA759-23B9-4DA3-B49E-BBD3BBA71C2C}
esri__HasCategory_286015,esri__single_edge_collection/esri__HasCategory_286015,Beer/282490,Category/260315,_dMtPKf--Ab,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{4505FBB7-0BF3-4604-8E4F-04B07613185E},1332,286015,{299184B1-34A4-45A0-9BCF-D60876AE85D4}
esri__HasCategory_286018,esri__single_edge_collection/esri__HasCategory_286018,Beer/278890,Category/260321,_dMtPKf--Ac,{A428D1F6-CB00-4559-AAFD-40885A4F2340},HasCategory,{1A399C95-D8CC-4FD2-995E-BE42A41FB291},2100,286018,{A6D7435A-E711-442C-B08A-F315CE0E7847}
esri__HasCategory_286228,esri__single_edge_collection/esri__HasCategory_286228,Beer/265006,Category/260318,_dMtPKey-AD,{B495C6CA-9269-4D08-8E1B-0314283449FA},HasCategory,{58D584A5-967F-48D5-BDC3-7AA188A56DA6},2257,286228,{7AE4FDD8-BDFE-437E-88D9-B544BC546933}
esri__HasCategory_286231,esri__single_edge_collection/esri__HasCategory_286231,Beer/281662,Category/260315,_dMtPKf--_v,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{5438ED95-2573-4232-B96A-985141275C6F},413,286231,{A672F4F8-4C6C-4602-B82E-A3E84D9818B1}
esri__HasCategory_286234,esri__single_edge_collection/esri__HasCategory_286234,Beer/268905,Category/260294,_dMtPKf--Ad,{CA2EF786-A10E-4B40-9737-9BDDDEA127B0},HasCategory,{0507D497-E005-4A14-B895-4A374FA831AD},415,286234,{049D8C3D-FADE-4CC0-88CD-2DC9B08E6C79}
esri__HasCategory_286438,esri__single_edge_collection/esri__HasCategory_286438,Style/260710,Category/260315,_dMtPKey-AR,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{75F0CD81-6EEE-497F-B17E-333FC021A8E1},1792,286438,{89B3AA9A-6655-492E-BD11-B9845293D2BD}
esri__HasCategory_286444,esri__single_edge_collection/esri__HasCategory_286444,Beer/281659,Category/260315,_dMtPKf--Ae,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{820D796E-2A70-4964-88B8-247AAA81E2F4},1545,286444,{095D8EFE-84F5-4DDB-B05D-C21DD058A10E}
esri__HasCategory_286447,esri__single_edge_collection/esri__HasCategory_286447,Beer/282217,Category/260315,_dMtPKf--Af,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{AD2881F7-205A-4FCB-8822-C849A5CFD5D7},2344,286447,{B854396D-F8E9-4E41-A98B-EFFBD6CDA803}
esri__HasCategory_286450,esri__single_edge_collection/esri__HasCategory_286450,Beer/270572,Category/260309,_dMtPKf--Ah,{F9551C7F-AD53-4635-B3E9-9A26943FAE19},HasCategory,{FA0D21FC-F18F-4ADA-AB7A-336601653014},266,286450,{5F590875-A6AB-436C-9F40-7CADF841C8E9}
esri__HasCategory_286660,esri__single_edge_collection/esri__HasCategory_286660,Beer/277226,Category/260315,_dMtPKf--Ai,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{29B617DC-5928-42EF-81BB-A423E42E3040},2436,286660,{1C02429D-8A0C-40DE-BA8A-78B9DCA89E43}
esri__HasCategory_286663,esri__single_edge_collection/esri__HasCategory_286663,Beer/267796,Category/260303,_dMtPKf--Aj,{520666BF-4054-4832-B54F-1DAE6F56729A},HasCategory,{290EABBA-03B6-4A73-8DBE-DC0FE7FC7813},2437,286663,{81B3AFE8-55D4-4446-8C7E-CF7F14BD7E0C}
esri__HasCategory_286777,esri__single_edge_collection/esri__HasCategory_286777,Beer/268519,Category/260303,_dMtPKe6-_H,{520666BF-4054-4832-B54F-1DAE6F56729A},HasCategory,{E3F92929-8004-400C-9869-AE37CF098A98},2486,286777,{3DAE0838-DC69-4430-943B-5C50EFE81DD8}
esri__HasCategory_286873,esri__single_edge_collection/esri__HasCategory_286873,Beer/271117,Category/260318,_dMtPKe2-BX,{B495C6CA-9269-4D08-8E1B-0314283449FA},HasCategory,{24820DAB-3DA0-4018-9979-7C35B8A2611C},1477,286873,{9DD27A1B-C077-48E7-BD71-A0B6724609C4}
esri__HasCategory_286876,esri__single_edge_collection/esri__HasCategory_286876,Beer/278335,Category/260324,_dMtPKe2-BH,{36095811-0CD8-47AD-8900-5CA67B8F7E90},HasCategory,{8415198F-4BD2-425D-AEAA-980B31B687A5},1473,286876,{75E85398-9736-4DC4-98CB-BC011049F79D}
esri__HasCategory_286879,esri__single_edge_collection/esri__HasCategory_286879,Beer/277787,Category/260309,_dMtPKey-AN,{F9551C7F-AD53-4635-B3E9-9A26943FAE19},HasCategory,{9836CE36-A3E8-4C4A-829C-AC99A4693FDB},1591,286879,{9F75E5AF-ADAC-4703-9FEA-F899B19A0A5E}
esri__HasCategory_287085,esri__single_edge_collection/esri__HasCategory_287085,Style/260408,Category/260294,_dMtPKf--AO,{CA2EF786-A10E-4B40-9737-9BDDDEA127B0},HasCategory,{F67850C8-0391-474E-B8DD-41B84F7454CC},1331,287085,{115D4024-E3BB-4DCF-AEAF-480BE6CBE848}
esri__HasCategory_287088,esri__single_edge_collection/esri__HasCategory_287088,Style/260411,Category/260303,_dMtPKfC--0,{520666BF-4054-4832-B54F-1DAE6F56729A},HasCategory,{87A9BBE5-3C44-41A3-B49F-942DECC130D1},2099,287088,{CFFF659C-029E-499B-ABD4-0868D4F3517C}
esri__HasCategory_287091,esri__single_edge_collection/esri__HasCategory_287091,Style/260414,Category/260318,_dMtPKe6--5,{B495C6CA-9269-4D08-8E1B-0314283449FA},HasCategory,{2B58806A-3126-48C7-ACC6-3375624FF19A},1791,287091,{48D263EE-8D16-4395-A58C-49366A283A61}
esri__HasCategory_287094,esri__single_edge_collection/esri__HasCategory_287094,Beer/265288,Category/260315,_dMtPKf--Al,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{D783B259-9E93-4250-ADFA-8FB257B4A283},1321,287094,{2FBA7C82-5327-4190-9C63-79ABEC666362}
esri__HasCategory_287097,esri__single_edge_collection/esri__HasCategory_287097,Beer/277232,Category/260309,_dMtPKf--Am,{F9551C7F-AD53-4635-B3E9-9A26943FAE19},HasCategory,{CC9E71A1-00D1-4941-AFB7-DB9A67BA0E87},1789,287097,{644EF876-B3A5-4DA0-B3AD-465E90BCEED8}
esri__HasCategory_287301,esri__single_edge_collection/esri__HasCategory_287301,Style/260737,Category/260315,_dMtPKe2-_V,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{8242B9AC-4EAE-4336-9DC0-EAC7C8B458CB},2645,287301,{A8AB76CB-11AB-4E60-A306-C235BC77F976}
esri__HasCategory_287307,esri__single_edge_collection/esri__HasCategory_287307,Beer/278054,Category/260321,_dMtPKe2-_6,{A428D1F6-CB00-4559-AAFD-40885A4F2340},HasCategory,{4A9B93D7-4AF1-46A6-ABB2-E3603C36BAAE},2650,287307,{C8737C2A-6988-447D-A6F5-0CDDEE7E7294}
esri__HasCategory_287310,esri__single_edge_collection/esri__HasCategory_287310,Beer/265015,Category/260315,_dMtPKf--An,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{20C4BBCB-0AF1-41C1-A7DA-937DAF053963},2651,287310,{D7FF517C-187B-4537-8C1C-1AA366E26936}
esri__HasCategory_287313,esri__single_edge_collection/esri__HasCategory_287313,Beer/279729,Category/260309,_dMtPKf--Ao,{F9551C7F-AD53-4635-B3E9-9A26943FAE19},HasCategory,{66CBF9BA-B8FE-4181-A14C-7AEEBC49F103},2652,287313,{EE03DEE2-C896-45C7-B384-16EF8F4B197E}
esri__HasCategory_287520,esri__single_edge_collection/esri__HasCategory_287520,Beer/275002,Category/260315,_dMtPKf--Ap,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{2A274B38-61C8-40C1-902E-839549CD675F},2624,287520,{72A123CF-2BD3-4FF5-B155-346BDFF15ADF}
esri__HasCategory_287523,esri__single_edge_collection/esri__HasCategory_287523,Beer/278887,Category/260315,_dMtPKey--I,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{54680DCF-255C-4F9D-BAD4-D721F30F25B2},2717,287523,{AA69C457-6008-4032-B866-2E99C72C3726}
esri__HasCategory_287526,esri__single_edge_collection/esri__HasCategory_287526,Beer/273347,Category/260315,_dMtPKe2--G,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{2AD5905E-DD72-48E4-908C-C0E2DFD0A325},2629,287526,{0E62EA13-9394-4423-B162-A8DAF2986ED8}
esri__HasCategory_287640,esri__single_edge_collection/esri__HasCategory_287640,Beer/279897,Category/260315,_dMtPKf--Aq,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{F573439B-8179-4267-A4C0-6AB8548D7E3F},906,287640,{E195727A-6ACC-4BC4-BD8D-D6333D1CD52F}
esri__HasCategory_287730,esri__single_edge_collection/esri__HasCategory_287730,Style/260537,Category/260324,_dMtPKf--Ar,{36095811-0CD8-47AD-8900-5CA67B8F7E90},HasCategory,{544DD96D-8B29-4250-80B1-08B46563080B},2543,287730,{9BCBDA11-8AB9-4476-855E-1E50125FC503}
esri__HasCategory_287736,esri__single_edge_collection/esri__HasCategory_287736,Beer/280826,Category/260315,_dMtPKf--As,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{3EB2758B-6261-4A55-91CE-5CCAC3A78162},2547,287736,{D86EB662-D2B8-457C-A656-04D14AC8499B}
esri__HasCategory_287739,esri__single_edge_collection/esri__HasCategory_287739,Beer/282220,Category/260309,_dMtPKf--Au,{F9551C7F-AD53-4635-B3E9-9A26943FAE19},HasCategory,{2B25B52F-580D-4A58-8212-8016A391CC85},1402,287739,{2DF6AF0E-9A72-4D30-8659-59DC3227FF17}
esri__HasCategory_287943,esri__single_edge_collection/esri__HasCategory_287943,Style/260489,Category/260306,_dMtPKe2-Ao,{14B5AD65-890D-4062-90A7-C42C23B0066E},HasCategory,{6163E5B7-3FA6-4756-A6FC-D8D3AA0B608F},833,287943,{B4BFAFB9-2943-4F15-BDDD-A579568F91D4}
esri__HasCategory_287949,esri__single_edge_collection/esri__HasCategory_287949,Beer/276387,Category/260294,_dMtPKf--Av,{CA2EF786-A10E-4B40-9737-9BDDDEA127B0},HasCategory,{EE1045EB-95A9-47CD-9176-2BC7BA0D0AFC},848,287949,{BDE1468E-0356-411C-84D3-461FE33B7E9A}
esri__HasCategory_287952,esri__single_edge_collection/esri__HasCategory_287952,Beer/275838,Category/260315,_dMtPKf--Aw,{FDB7E8AA-BA27-4A5C-957B-89A0F7F16C27},HasCategory,{16699079-E64B-4448-B2B3-6B835775AB00},1968,287952,{7B00EBEC-EDD2-465D-A10E-77674CCBC36A}
esri__HasCategory_287955,esri__single_edge_collection/esri__HasCategory_287955,Beer/273623,Category/260303,_dMtPKe6-_d,{520666BF-4054-4832-B54F-1DAE6F56729A},HasCategory,{17586DF9-F2CA-45E5-856A-4C27608D5778},1964,287955,{30BD56AC-EF60-446D-8745-BFF64BDF9664}
esri__HasCategory_288161,esri__single_edge_collection/esri__HasCategory_288161,Style/260336,Category/260321,_dMtPKe2-AL,{A428D1F6-CB00-4559-AAFD-40885A4F2340},HasCategory,{E3FC2794-928C-4A61-A9FD-03C0FC728F04},2873,288161,{5721CF73-6527-4BA1-A108-387A1A41E2CC}
esri__HasCategory_288167,esri__single_edge_collection/esri__HasCategory_288167,Beer/275835,Category/260309,_dMtPKey-_m,{F9551C7F-AD53-4635-B3E9-9A26943FAE19},HasCategory,{DBCF822B-150E-49C9-ACAF-E399BC8515A1},2875,288167,{DCC5F07D-575B-450D-9308-F25B38AA7D7B}
